blue team,red team,result,game time,blue gold,red gold
KaBuM! e-Sports,RED Canids,Victory,33:12,65.4,55.4
FURIA,RED Canids,Victory,38:20,71.3,64.3
INTZ,paiN Gaming,Defeat,26:56,42.7,53.7
KaBuM! e-Sports,Netshoes Miners,Defeat,36:34,68.7,70.4
Rensga Esports,INTZ,Victory,31:39,55.1,49.3
RED Canids,Flamengo Esports,Defeat,25:19,44.9,50.6
paiN Gaming,LOUD,Victory,38:54,74.2,66.2
Liberty,FURIA,Victory,39:14,69.7,66.8
paiN Gaming,Rensga Esports,Victory,31:01,60.7,52.6
FURIA,KaBuM! e-Sports,Defeat,29:42,46.4,55.9
Flamengo Esports,Liberty,Defeat,27:33,42.1,53.7
INTZ,RED Canids,Defeat,40:57,66.9,70.2
LOUD,Netshoes Miners,Defeat,31:39,51.7,62
Liberty,INTZ,Victory,25:13,49.4,39.7
Rensga Esports,LOUD,Defeat,40:08,72,78.4
Netshoes Miners,FURIA,Defeat,33:19,57.6,67.1
KaBuM! e-Sports,Flamengo Esports,Victory,31:08,64.3,53
RED Canids,paiN Gaming,Defeat,30:36,47.8,61.5
Netshoes Miners,Liberty,Defeat,34:44,56.6,66.6
Liberty,Netshoes Miners,Victory,44:11,79.6,77.4
Liberty,Netshoes Miners,Victory,34:26,65.7,52.4
KaBuM! e-Sports,RED Canids,Victory,31:07,57.1,47.6
RED Canids,KaBuM! e-Sports,Defeat,31:07,47.2,56.7
RED Canids,KaBuM! e-Sports,Defeat,30:19,54.5,61.1
paiN Gaming,FURIA,Victory,28:23,55.9,45.6
FURIA,paiN Gaming,Victory,41:28,78.9,70.4
FURIA,paiN Gaming,Victory,40:02,75,72.5
paiN Gaming,FURIA,Victory,38:54,70.8,65.7
FURIA,paiN Gaming,Defeat,40:07,69.2,76.5
RED Canids,Liberty,Defeat,33:30,54.8,60.1
RED Canids,Liberty,Victory,34:54,66.9,53.2
Liberty,RED Canids,Defeat,38:29,64.1,70.8
Liberty,RED Canids,Victory,21:16,43.4,34.6
RED Canids,Liberty,Victory,33:28,64.9,54.4
FURIA,RED Canids,Defeat,31:29,51.9,61.3
RED Canids,FURIA,Defeat,36:56,61.8,71.4
RED Canids,FURIA,Victory,42:24,75.7,74.4
paiN Gaming,RED Canids,Defeat,35:54,63.5,72.2
RED Canids,FURIA,Victory,32:56,65.9,56.8
INTZ,Rensga Esports,Victory,34:28,62.6,57.3
Liberty,Miners,Victory,32:34,60.7,53
KaBuM! e-Sports,paiN Gaming,Defeat,33:12,57.3,67.1
FURIA,KaBuM! e-Sports,Victory,25:00,49.6,39.4
Flamengo Los Grandes,LOUD,Defeat,37:01,60.7,72.8
KaBuM! e-Sports,paiN Gaming,Defeat,40:09,68.2,78.2
paiN Gaming,KaBuM! e-Sports,Victory,27:46,56.7,44.8
FURIA,Liberty,Victory,33:36,57.6,52.2
KaBuM! e-Sports,Flamengo Los Grandes,Victory,32:06,66.2,50.4
LOUD,KaBuM! e-Sports,Defeat,27:57,44,55.2
RED Canids,KaBuM! e-Sports,Defeat,35:04,61.1,68.7
RED Canids,KaBuM! e-Sports,Victory,26:26,54.5,41.2
Miners,INTZ,Victory,37:37,67.4,61.4
LOUD,paiN Gaming,Defeat,39:38,70.8,75
INTZ,FURIA,Defeat,47:34,79.4,87.8
Liberty,Flamengo Los Grandes,Defeat,40:42,69.1,69.8
RED Canids,KaBuM! e-Sports,Victory,39:31,74.6,69
Rensga Esports,RED Canids,Defeat,29:19,46.7,57.5
RED Canids,Miners,Victory,38:54,73.2,63
paiN Gaming,Rensga Esports,Victory,31:54,59.1,50.9
KaBuM! e-Sports,RED Canids,Defeat,37:55,62.1,72.4
LOUD,Liberty,Victory,28:31,57.1,46
KaBuM! e-Sports,paiN Gaming,Defeat,35:21,59.6,70.7
RED Canids,paiN Gaming,Defeat,28:56,46.1,59.2
RED Canids,paiN Gaming,Victory,30:41,60.9,49.9
Flamengo Los Grandes,INTZ,Victory,29:24,56.7,43.2
FURIA,RED Canids,Victory,34:12,66.9,57
RED Canids,paiN Gaming,Defeat,32:34,55,65.1
Miners,Rensga Esports,Victory,29:30,60,46.2
INTZ,LOUD,Defeat,47:41,75.5,90.4
RED Canids,paiN Gaming,Victory,28:37,58.2,45.7
paiN Gaming,Miners,Victory,37:29,71.1,59.2
RED Canids,Flamengo Los Grandes,Victory,28:04,55.5,43.6
RED Canids,paiN Gaming,Victory,26:41,49.3,44.1
Liberty,KaBuM! e-Sports,Victory,37:26,69.6,62.4
Rensga Esports,FURIA,Victory,32:08,61.6,53.2
Liberty,paiN Gaming,Victory,38:21,72.2,64.1
LOUD,RED Canids,Defeat,41:12,70,82.4
FURIA,Miners,Victory,31:55,63.7,51.7
Flamengo Los Grandes,Rensga Esports,Victory,34:19,64.8,53.9
KaBuM! e-Sports,INTZ,Victory,30:21,56.2,49.1
Miners,Flamengo Los Grandes,Victory,34:49,67.9,55.5
Rensga Esports,LOUD,Defeat,27:36,42.6,54.4
RED Canids,KaBuM! e-Sports,Victory,36:30,69.8,60.7
paiN Gaming,FURIA,Victory,33:25,65,52.5
INTZ,Liberty,Defeat,27:20,39.2,55.5
KaBuM! e-Sports,Rensga Esports,Victory,27:01,54.6,37.6
Liberty,RED Canids,Defeat,32:58,54,61.4
RED Canids,INTZ,Victory,26:41,52.3,39.1
INTZ,paiN Gaming,Defeat,37:07,61.4,73.7
LOUD,Miners,Victory,27:21,53.1,44.4
FURIA,LOUD,Victory,31:26,61.6,49.6
Flamengo Los Grandes,FURIA,Defeat,24:50,35.6,51.5
Rensga Esports,Liberty,Defeat,40:54,64.7,75.3
paiN Gaming,Flamengo Los Grandes,Victory,43:30,81.3,75.4
RED Canids,Rensga Esports,Victory,37:44,70,58.5
Miners,KaBuM! e-Sports,Defeat,33:41,58.8,60.9
LOUD,Flamengo Los Grandes,Defeat,39:36,67.5,71.2
paiN Gaming,LOUD,Victory,36:30,66.1,63.7
Miners,Liberty,Victory,38:31,68.7,62.4
Flamengo Los Grandes,KaBuM! e-Sports,Defeat,28:27,45.2,61.1
Liberty,FURIA,Defeat,34:41,60.4,64.4
KaBuM! e-Sports,FURIA,Defeat,33:31,55.1,62.1
INTZ,Miners,Defeat,35:37,57.3,62
Rensga Esports,paiN Gaming,Defeat,30:38,50.1,64.1
Rensga Esports,INTZ,Defeat,27:59,40.6,54.6
RED Canids,paiN Gaming,Defeat,30:35,47.8,61.4
Miners,RED Canids,Victory,31:49,58.9,58
FURIA,INTZ,Victory,39:29,80.6,64.8
KaBuM! e-Sports,LOUD,Defeat,23:34,36.3,46.4
Flamengo Los Grandes,Liberty,Defeat,40:20,71.5,72.8
RED Canids,FURIA,Defeat,35:08,54,66.1
paiN Gaming,KaBuM! e-Sports,Defeat,31:14,47,57.2
Rensga Esports,Miners,Defeat,30:04,50.3,60.3
INTZ,Flamengo Los Grandes,Victory,39:36,69.3,70.6
Liberty,LOUD,Defeat,29:53,42.6,60.6
Miners,paiN Gaming,Defeat,34:08,52.8,67
FURIA,Rensga Esports,Victory,25:37,52.2,41.7
LOUD,INTZ,Victory,35:29,69.1,59
KaBuM! e-Sports,Liberty,Victory,23:41,50.5,35.5
Flamengo Los Grandes,RED Canids,Defeat,25:02,42.9,53.6
INTZ,KaBuM! e-Sports,Defeat,27:01,41.4,57.5
Rensga Esports,Flamengo Los Grandes,Defeat,33:18,59.6,62.2
paiN Gaming,Liberty,Defeat,29:36,45.5,57
RED Canids,LOUD,Defeat,32:15,54.4,63.2
Miners,FURIA,Defeat,41:31,64.4,73.3
Liberty,INTZ,Defeat,28:56,45.8,54.1
Flamengo Los Grandes,Miners,Defeat,31:43,51.7,59.7
LOUD,Rensga Esports,Victory,31:02,63.4,47.3
FURIA,paiN Gaming,Victory,32:04,60.9,53.1
KaBuM! e-Sports,RED Canids,Defeat,40:56,64.5,78.7
FURIA,Flamengo Los Grandes,Victory,41:18,77.5,78.4
RED Canids,Liberty,Victory,29:59,56.4,46.2
Rensga Esports,KaBuM! e-Sports,Defeat,26:34,41.5,55
Miners,LOUD,Defeat,33:57,52.2,65.6
paiN Gaming,INTZ,Victory,26:07,53,40.3
KaBuM! e-Sports,Miners,Victory,23:58,51.7,34.9
KaBuM! e-Sports,Miners,Victory,28:31,59.5,42.1
Flamengo Los Grandes,paiN Gaming,Victory,23:02,50.3,35.4
Miners,KaBuM! e-Sports,Defeat,26:38,36.6,58.6
INTZ,RED Canids,Defeat,26:07,41.1,54.1
Liberty,Rensga Esports,Victory,22:52,48.9,36.2
KaBuM! e-Sports,Miners,Victory,24:36,53.1,35.3
LOUD,FURIA,Victory,28:41,54.8,45.4
FURIA,paiN Gaming,Victory,37:31,72.5,60.5
FURIA,paiN Gaming,Defeat,33:22,58.7,60.4
FURIA,paiN Gaming,Defeat,42:34,78.3,78.3
FURIA,paiN Gaming,Defeat,39:08,68.3,72.9
RED Canids,LOUD,Victory,33:45,64.5,55.4
RED Canids,LOUD,Defeat,26:34,39.8,54.9
RED Canids,LOUD,Defeat,31:35,52.7,63.1
RED Canids,LOUD,Defeat,29:03,51.1,59.2
RED Canids,KaBuM! e-Sports,Victory,41:02,81.4,68.4
KaBuM! e-Sports,RED Canids,Victory,30:17,64.7,50
FURIA,RED Canids,Victory,28:50,56,48
RED Canids,KaBuM! e-Sports,Victory,31:01,64,47.1
KaBuM! e-Sports,RED Canids,Defeat,33:27,55.9,61.2
RED Canids,FURIA,Victory,28:45,57.2,46.1
FURIA,RED Canids,Victory,28:49,53.1,49.5
Unicorns of Love,CrowCrowd,Victory,31:29,58.6,46.2
RED Canids,FURIA,Victory,37:45,70.6,58.4
FURIA,RED Canids,Victory,32:28,60.8,52.9
Team Spirit,CTRL PLAY,Victory,24:29,50.3,36.6
Vega Squadron,One Breath Gaming,Defeat,32:07,51.7,66.3
LOUD,paiN Gaming,Victory,35:29,68.6,59.7
paiN Gaming,LOUD,Victory,29:54,56.1,47
Dragon Army,Black Star Gaming,Defeat,32:40,55.6,63.5
CTRL PLAY,One Breath Gaming,Defeat,26:13,42.8,51.8
LOUD,paiN Gaming,Defeat,40:52,66,74
paiN Gaming,LOUD,Defeat,44:57,79,78.8
Unicorns of Love,Vega Squadron,Victory,27:27,55.1,44.7
Team Spirit,Dragon Army,Victory,22:06,45.3,34.8
LOUD,paiN Gaming,Defeat,30:59,48.8,60.4
LOUD,FURIA,Victory,36:07,71,57.8
CTRL PLAY,Dragon Army,Defeat,32:59,51.2,65
Black Star Gaming,CrowCrowd,Victory,28:01,56,41.5
FURIA,LOUD,Defeat,27:17,46.3,55.5
Black Star Gaming,Vega Squadron,Victory,27:26,54.9,48
LOUD,FURIA,Victory,27:34,55.4,46.4
CrowCrowd,Team Spirit,Defeat,29:09,43.9,56.1
LOUD,paiN Gaming,Victory,29:14,57.9,48.1
One Breath Gaming,Unicorns of Love,Victory,39:18,70.8,63.2
Team Spirit,Vega Squadron,Victory,26:55,52.9,43.2
LOUD,paiN Gaming,Victory,33:29,67.1,58.6
paiN Gaming,LOUD,Defeat,30:45,51,60.7
CTRL PLAY,Unicorns of Love,Defeat,27:41,40.3,52.9
Dragon Army,CrowCrowd,Defeat,34:22,58.4,66.5
One Breath Gaming,Black Star Gaming,Victory,34:13,62.6,57
Rascal Jester,DetonatioN FM,Defeat,33:33,54.7,66.4
Crest Gaming Act,Sengoku Gaming,Defeat,29:21,46.4,63.6
SoftBank HAWKS,AXIZ,Defeat,34:00,57.1,64.7
V3 Esports,Burning Core,Defeat,30:12,48.9,59.3
SoftBank HAWKS,Rascal Jester,Defeat,43:47,74.6,77.8
Crest Gaming Act,SoftBank HAWKS,Victory,37:36,73.3,63.5
AXIZ,V3 Esports,Victory,23:50,50.2,37.2
Crest Gaming Act,Burning Core,Defeat,33:33,51.1,67.1
DetonatioN FM,V3 Esports,Victory,23:29,50.8,35
Sengoku Gaming,Rascal Jester,Victory,26:48,52.3,43.1
Sengoku Gaming,DetonatioN FM,Defeat,37:33,59.1,69.1
DetonatioN FM,SoftBank HAWKS,Victory,29:30,55.9,45.1
AXIZ,Burning Core,Defeat,26:31,40.7,55.5
V3 Esports,Crest Gaming Act,Defeat,26:59,40.6,55.4
Sengoku Gaming,Burning Core,Victory,38:25,72.7,57.6
Rascal Jester,V3 Esports,Victory,34:39,65.6,53.5
Rascal Jester,Burning Core,Defeat,34:35,55.4,69.4
Crest Gaming Act,AXIZ,Victory,37:56,69.8,64.8
AXIZ,Rascal Jester,Defeat,31:25,49,62.2
SoftBank HAWKS,Sengoku Gaming,Defeat,38:33,60.4,69.5
DetonatioN FM,AXIZ,Victory,27:38,54.5,42.3
V3 Esports,Sengoku Gaming,Defeat,25:13,35,51.5
AXIZ,Sengoku Gaming,Defeat,32:17,51.8,63.3
Burning Core,SoftBank HAWKS,Victory,36:29,68.7,58.4
Crest Gaming Act,DetonatioN FM,Defeat,26:13,39.1,56.2
Sengoku Gaming,DetonatioN FM,Defeat,31:05,50.6,65.9
SoftBank HAWKS,V3 Esports,Victory,37:03,69.8,58.8
Rascal Jester,SoftBank HAWKS,Victory,33:56,58.5,49.3
DetonatioN FM,Burning Core,Victory,24:01,50.1,39.2
Crest Gaming Act,Rascal Jester,Victory,34:30,64.6,54.7
AXIZ,V3 Esports,Victory,30:12,56.6,48.7
DetonatioN FM,V3 Esports,Victory,29:42,61.6,46.7
Rascal Jester,Sengoku Gaming,Victory,32:43,62,54.9
Burning Core,Crest Gaming Act,Defeat,23:09,37.3,48.9
SoftBank HAWKS,Crest Gaming Act,Defeat,49:29,79.2,85.9
AXIZ,Sengoku Gaming,Defeat,27:06,41.5,55.8
AXIZ,Burning Core,Defeat,32:05,51.4,60.4
Rascal Jester,Crest Gaming Act,Victory,35:02,63.6,55
Burning Core,DetonatioN FM,Defeat,22:08,34.3,44.9
SoftBank HAWKS,V3 Esports,Victory,35:35,70.3,63.1
Burning Core,V3 Esports,Victory,42:55,77.2,69.4
AXIZ,SoftBank HAWKS,Defeat,30:38,47.3,63.8
Sengoku Gaming,Crest Gaming Act,Defeat,32:03,53.8,62.9
DetonatioN FM,Rascal Jester,Defeat,27:31,43.6,54.9
Burning Core,Rascal Jester,Defeat,35:12,57.4,62.1
Crest Gaming Act,V3 Esports,Victory,37:16,71.8,62.4
DetonatioN FM,AXIZ,Victory,24:38,52.4,38.2
AXIZ,Crest Gaming Act,Victory,38:54,73.6,60.1
Sengoku Gaming,SoftBank HAWKS,Victory,27:45,54.3,44.3
DetonatioN FM,SoftBank HAWKS,Victory,24:24,49.7,37.3
Burning Core,Sengoku Gaming,Defeat,26:46,41.7,56.3
V3 Esports,Rascal Jester,Defeat,28:08,42.9,58.3
SoftBank HAWKS,Burning Core,Victory,27:17,56.8,45.6
AXIZ,Rascal Jester,Defeat,25:10,37.9,52.1
Sengoku Gaming,V3 Esports,Victory,24:49,52.8,35.5
AXIZ,Sengoku Gaming,Defeat,27:51,44.8,55.3
DetonatioN FM,Crest Gaming Act,Victory,29:58,58.9,46.8
SoftBank HAWKS,Rascal Jester,Defeat,26:27,39.2,51.4
DetonatioN FM,Burning Core,Victory,31:59,66.6,51.1
Crest Gaming Act,Burning Core,Defeat,35:55,55.7,67.5
AXIZ,V3 Esports,Victory,37:12,66.2,61.7
Crest Gaming Act,Rascal Jester,Defeat,36:29,61.5,71.5
DetonatioN FM,Sengoku Gaming,Victory,31:10,62.2,49.4
Rascal Jester,DetonatioN FM,Victory,33:02,64.6,52.7
SoftBank HAWKS,V3 Esports,Victory,28:37,59.5,41.7
SoftBank HAWKS,AXIZ,Victory,32:28,64,48.5
SoftBank HAWKS,Crest Gaming Act,Victory,30:28,59,49.7
AXIZ,Burning Core,Defeat,25:59,40,54.9
Sengoku Gaming,Crest Gaming Act,Victory,29:54,60.3,48.3
V3 Esports,Burning Core,Defeat,32:32,49.7,63.1
V3 Esports,DetonatioN FM,Defeat,18:57,28,44.7
Rascal Jester,Sengoku Gaming,Defeat,26:60,40,53.7
DetonatioN FM,AXIZ,Victory,20:27,47.1,32.9
Crest Gaming Act,V3 Esports,Victory,27:52,57.8,42.4
Burning Core,Rascal Jester,Defeat,25:42,40.8,50.2
Rascal Jester,Crest Gaming Act,Victory,27:38,56.2,41
Sengoku Gaming,SoftBank HAWKS,Victory,37:26,65.4,58.6
Rascal Jester,Crest Gaming Act,Victory,25:11,54,38.4
Crest Gaming Act,Rascal Jester,Defeat,24:15,36,52.5
Sengoku Gaming,V3 Esports,Victory,33:07,62.3,54
AXIZ,Rascal Jester,Defeat,27:24,42.1,53.8
SoftBank HAWKS,Burning Core,Victory,40:26,69.3,67
SoftBank HAWKS,Burning Core,Defeat,24:25,36.6,47.3
Crest Gaming Act,DetonatioN FM,Defeat,25:59,40.4,54.5
SoftBank HAWKS,Burning Core,Defeat,35:17,57.9,65.6
SoftBank HAWKS,Burning Core,Defeat,34:25,60.4,68.3
SoftBank HAWKS,Burning Core,Defeat,33:47,60,64.3
DetonatioN FM,Sengoku Gaming,Victory,26:45,55.3,39.7
Burning Core,Sengoku Gaming,Defeat,39:20,65.3,74.6
DetonatioN FM,SoftBank HAWKS,Victory,29:20,57.3,48.4
Sengoku Gaming,DetonatioN FM,Defeat,32:32,49.4,62.3
V3 Esports,Rascal Jester,Defeat,27:33,44.4,56.1
Crest Gaming Act,AXIZ,Victory,27:13,54.4,41.2
DetonatioN FM,Sengoku Gaming,Victory,32:23,64.4,52.4
Burning Core,Rascal Jester,Victory,33:58,61.2,51.1
Burning Core,Rascal Jester,Defeat,32:41,49.1,59.1
Rascal Jester,Sengoku Gaming,Victory,47:43,88.2,78.6
Burning Core,Rascal Jester,Defeat,29:30,48.3,55.9
Burning Core,Rascal Jester,Defeat,34:39,60.5,63.5
Rascal Jester,Sengoku Gaming,Victory,49:48,88.5,83.9
Rascal Jester,Sengoku Gaming,Defeat,40:09,68.4,70.3
Sengoku Gaming,Rascal Jester,Victory,40:54,74.8,65.2
Rascal Jester,Sengoku Gaming,Defeat,34:57,53.4,69.6
DetonatioN FM,Sengoku Gaming,Defeat,45:56,76.3,80.1
Sengoku Gaming,DetonatioN FM,Defeat,31:12,47.3,61.7
DetonatioN FM,Sengoku Gaming,Victory,26:22,53.7,39.8
DetonatioN FM,Sengoku Gaming,Defeat,29:35,43.9,56.1
Sengoku Gaming,DetonatioN FM,Defeat,32:04,51.6,61.4
SoftBank HAWKS,Rascal Jester,Defeat,34:51,53.5,59.3
AXIZ,V3 Esports,Victory,50:07,91,89.7
Crest Gaming Act,Burning Core,Victory,28:11,57.1,42.9
V3 Esports,Burning Core,Defeat,31:11,47.2,64.1
DetonatioN FM,Sengoku Gaming,Defeat,38:06,64.3,72.4
Sengoku Gaming,Rascal Jester,Victory,25:01,53.1,39
SoftBank HAWKS,AXIZ,Victory,30:27,61.3,49.1
SoftBank HAWKS,Burning Core,Victory,39:41,70.9,63.7
Sengoku Gaming,Crest Gaming Act,Victory,31:60,64.8,49.3
DetonatioN FM,Crest Gaming Act,Victory,26:56,52.6,43.6
DetonatioN FM,V3 Esports,Victory,25:41,50.1,39.9
Rascal Jester,AXIZ,Defeat,40:11,63.9,70.5
AXIZ,Rascal Jester,Defeat,26:27,42.2,54.1
V3 Esports,Sengoku Gaming,Defeat,26:58,41.9,56.4
Burning Core,Rascal Jester,Victory,45:48,85.8,79.2
DetonatioN FM,AXIZ,Victory,28:04,57.3,44.8
SoftBank HAWKS,Burning Core,Victory,35:46,69.9,59.8
Crest Gaming Act,Sengoku Gaming,Defeat,30:43,49.6,58.1
SoftBank HAWKS,DetonatioN FM,Defeat,30:31,50.4,60.3
SoftBank HAWKS,Sengoku Gaming,Defeat,31:11,51.5,58.6
Crest Gaming Act,V3 Esports,Victory,36:07,64.5,61.5
V3 Esports,DetonatioN FM,Defeat,23:39,33.8,50.5
AXIZ,Crest Gaming Act,Victory,44:51,85.1,80.7
Burning Core,AXIZ,Victory,38:30,79.5,57.7
SoftBank HAWKS,Crest Gaming Act,Victory,44:33,79.2,78.5
AXIZ,Sengoku Gaming,Defeat,28:48,46.1,59.8
SoftBank HAWKS,V3 Esports,Victory,30:55,61.4,48.5
DetonatioN FM,Rascal Jester,Victory,24:38,56.3,36
Rascal Jester,Crest Gaming Act,Victory,24:58,48,37.7
DetonatioN FM,Burning Core,Victory,28:15,54.9,44.1
V3 Esports,Rascal Jester,Defeat,32:09,48.8,60.4
Sengoku Gaming,Burning Core,Victory,37:24,71.1,58.8
Sengoku Gaming,DetonatioN FM,Defeat,26:04,39.2,52
Crest Gaming Act,AXIZ,Victory,30:05,61.6,52.1
Crest Gaming Act,Burning Core,Victory,44:16,85.4,77.3
AXIZ,V3 Esports,Victory,39:55,74,64.1
Burning Core,Sengoku Gaming,Defeat,33:41,51.8,65.3
Rascal Jester,SoftBank HAWKS,Defeat,30:15,48,60.1
Rascal Jester,DetonatioN FM,Defeat,32:52,49.5,66
DetonatioN FM,SoftBank HAWKS,Victory,24:01,48.6,34.1
V3 Esports,Sengoku Gaming,Defeat,25:18,39.5,56
V3 Esports,SoftBank HAWKS,Defeat,27:53,42.2,55.7
Crest Gaming Act,Rascal Jester,Defeat,34:28,58.1,72.6
Rascal Jester,Sengoku Gaming,Defeat,28:33,46.1,58.6
AXIZ,SoftBank HAWKS,Defeat,28:53,42.8,61.2
Burning Core,AXIZ,Victory,31:16,60.4,47.3
V3 Esports,Burning Core,Defeat,32:56,53.8,64
DetonatioN FM,Crest Gaming Act,Victory,25:41,54.3,41.3
V3 Esports,Crest Gaming Act,Defeat,26:16,41.2,51.4
Burning Core,Rascal Jester,Defeat,29:45,44.9,56.9
AXIZ,DetonatioN FM,Defeat,28:36,46.5,58.1
SoftBank HAWKS,Sengoku Gaming,Victory,41:42,80,69.5
DetonatioN FM,Burning Core,Victory,27:38,60.8,45.6
Crest Gaming Act,SoftBank HAWKS,Defeat,33:19,55.9,63.1
Sengoku Gaming,AXIZ,Victory,28:10,56.2,42.5
Rascal Jester,V3 Esports,Victory,29:45,60.3,46.9
SoftBank HAWKS,Burning Core,Victory,26:50,51.9,43.2
DetonatioN FM,V3 Esports,Victory,32:25,66.8,51.2
Sengoku Gaming,Crest Gaming Act,Victory,36:39,69.6,64.8
Rascal Jester,AXIZ,Defeat,39:48,69.5,74.7
SoftBank HAWKS,Rascal Jester,Victory,42:33,79.6,72
Burning Core,Crest Gaming Act,Defeat,31:49,51,59.8
AXIZ,V3 Esports,Defeat,37:42,60.2,70.3
DetonatioN FM,Sengoku Gaming,Defeat,38:40,66.3,74.7
Crest Gaming Act,AXIZ,Victory,32:17,64,51.5
DetonatioN FM,Rascal Jester,Victory,25:28,53.2,37.2
SoftBank HAWKS,Burning Core,Victory,42:24,82,70.4
SoftBank HAWKS,V3 Esports,Victory,26:22,53.9,38.6
Burning Core,Sengoku Gaming,Defeat,38:57,61.3,76.7
Burning Core,SoftBank HAWKS,Defeat,27:42,45.5,53.7
Sengoku Gaming,SoftBank HAWKS,Victory,32:12,62.7,52.6
V3 Esports,Burning Core,Victory,47:42,85.8,79.1
Burning Core,SoftBank HAWKS,Defeat,31:38,54.9,63.5
Rascal Jester,Crest Gaming Act,Defeat,28:06,48,60
SoftBank HAWKS,Sengoku Gaming,Victory,33:22,66,53.7
Sengoku Gaming,SoftBank HAWKS,Victory,31:48,59.9,54.2
Crest Gaming Act,DetonatioN FM,Defeat,23:58,36.6,48.3
Rascal Jester,Crest Gaming Act,Victory,41:24,77.3,67.8
Crest Gaming Act,Rascal Jester,Victory,30:00,60.2,46.1
SoftBank HAWKS,Sengoku Gaming,Defeat,37:18,59.6,69.3
DetonatioN FM,Sengoku Gaming,Victory,40:53,76.1,65
Sengoku Gaming,Rascal Jester,Victory,37:21,70.1,64.6
Rascal Jester,Crest Gaming Act,Victory,27:53,55.4,43.4
Sengoku Gaming,DetonatioN FM,Defeat,30:33,48.9,58.6
Sengoku Gaming,DetonatioN FM,Defeat,26:56,40.9,55.2
Team Aze,XTEN Esports,Victory,25:04,53.7,34.6
SoftBank HAWKS,AXIZ,Victory,26:41,54,40.9
Crest Gaming Act,Rascal Jester,Defeat,30:11,49.5,59.6
Sengoku Gaming,DetonatioN FM,Defeat,28:31,50.5,58.2
Kaos Latin Gamers,Furious Gaming,Defeat,27:58,42.4,56.9
Globant Emerald,Team Aze,Defeat,30:24,47.1,64.7
Rascal Jester,Crest Gaming Act,Defeat,28:41,44.8,55.1
Sengoku Gaming,V3 Esports,Victory,30:47,63.8,51
Sengoku Gaming,DetonatioN FM,Victory,30:51,59.8,50.4
DetonatioN FM,Sengoku Gaming,Victory,41:17,73,66.4
XTEN Esports,Kaos Latin Gamers,Victory,29:05,55.4,51.5
Furious Gaming,Globant Emerald,Victory,30:48,57.7,48.7
SoftBank HAWKS,DetonatioN FM,Defeat,26:55,44.4,55.5
Sengoku Gaming,DetonatioN FM,Defeat,28:30,44,55
SoftBank HAWKS,Rascal Jester,Victory,32:02,63.8,49.6
Furious Gaming,Team Aze,Defeat,31:40,57.1,59.3
Kaos Latin Gamers,Globant Emerald,Victory,29:40,56.2,44.8
Burning Core,AXIZ,Victory,36:40,73.3,59.1
SoftBank HAWKS,Rascal Jester,Defeat,33:22,54.4,64.4
XTEN Esports,Furious Gaming,Defeat,33:13,52.3,61.5
Team Aze,Kaos Latin Gamers,Victory,37:42,76.6,63.2
Sengoku Gaming,AXIZ,Victory,28:31,61.1,50.4
SoftBank HAWKS,Rascal Jester,Victory,31:40,60.6,51.5
Globant Emerald,XTEN Esports,Defeat,28:35,42.5,55.5
SoftBank HAWKS,Crest Gaming Act,Victory,39:41,76,67.1
SoftBank HAWKS,Rascal Jester,Victory,42:05,76.3,76.3
Rascal Jester,V3 Esports,Victory,27:43,55,44.1
Burning Core,DetonatioN FM,Defeat,26:54,42.3,53.2
AXIZ,DetonatioN FM,Defeat,25:11,38.3,52.1
Rascal Jester,Burning Core,Defeat,38:21,60.6,72.6
SoftBank HAWKS,Sengoku Gaming,Defeat,32:06,50.9,61.9
V3 Esports,Crest Gaming Act,Victory,30:39,59.7,55.9
Kaos Latin Gamers,Globant Emerald,Defeat,28:23,47.1,56.2
Kaos Latin Gamers,Globant Emerald,Victory,31:26,63.2,54
Kaos Latin Gamers,Globant Emerald,Defeat,29:18,47.3,61.4
Globant Emerald,Kaos Latin Gamers,Victory,29:00,59.6,48.1
Globant Emerald,Team Aze,Defeat,25:44,36.5,49.1
XTEN Esports,Team Aze,Defeat,30:15,47.8,63.5
Globant Emerald,Team Aze,Defeat,23:20,33,46.8
Rainbow7,All Knights,Victory,35:02,68.8,58
All Knights,Team Aze,Defeat,38:40,64.7,74.4
Globant Emerald,Team Aze,Defeat,22:20,35.8,48
XTEN Esports,Estral Esports,Defeat,27:29,42.2,52.1
Rainbow7,Globant Emerald,Victory,30:46,57.7,44.3
XTEN Esports,Furious Gaming,Victory,34:39,68.3,59.6
Globant Emerald,Isurus,Defeat,28:57,43.7,56.5
INFINITY,Estral Esports,Victory,34:56,59.3,59.3
Isurus,XTEN Esports,Defeat,36:26,59.5,72
XTEN Esports,Furious Gaming,Defeat,27:43,45,54.7
INFINITY,Isurus,Victory,32:07,63.2,49.9
Estral Esports,All Knights,Victory,26:27,53.4,39.5
Team Aze,Rainbow7,Defeat,26:32,40.4,53.1
XTEN Esports,Furious Gaming,Victory,29:46,54.7,48.4
Globant Emerald,INFINITY,Defeat,35:19,55,63.7
Team Aze,Globant Emerald,Victory,28:49,54,43.6
XTEN Esports,Furious Gaming,Victory,23:39,49.6,44
XTEN Esports,INFINITY,Defeat,38:25,66,74.8
All Knights,Isurus,Defeat,34:40,56.1,68.7
Team Aze,Estral Esports,Defeat,33:50,55.2,67.9
Globant Emerald,Furious Gaming,Victory,30:25,59.8,47.6
